"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"22","Albania",2010,1364398,4.5441286193618e-05,1371629,2.62461642324564e-05,2736026,3.54528794682507e-05
"23","Antigua and Barbuda",1985,30283,3.30218274279299e-05,32293,3.09664633202242e-05,62575,1.59808230123851e-05
"24","Antigua and Barbuda",1986,29608,3.37746554985139e-05,31664,3.15816068721577e-05,61271,1.6320934863149e-05
"25","Antigua and Barbuda",1987,29077,3.43914434088799e-05,31186,3.206567049317e-05,60262,1.6594205303508e-05
"26","Antigua and Barbuda",1988,28714,3.48262171762903e-05,30852,3.24128095423311e-05,59565,1.6788382439352e-05
"27","Antigua and Barbuda",1989,28547,3.50299506077696e-05,30693,3.25807187306552e-05,59239,1.68807711136245e-05
"28","Antigua and Barbuda",1990,28606,6.99154023631406e-05,30730,3.25414904002603e-05,59335,3.37069183449903e-05
"29","Antigua and Barbuda",1991,29159,3.4294728900168e-05,31237,3.20133175400967e-05,60395,1.65576620581174e-05
"30","Antigua and Barbuda",1992,29891,3.34548860861129e-05,31852,3.13952028130102e-05,61742,1.61964303067604e-05
"31","Antigua and Barbuda",1993,30726,6.50914534921565e-05,32591,3.0683317480286e-05,63316,3.15875923937078e-05
"32","Antigua and Barbuda",1994,31580,3.16656111462951e-05,33466,2.98810733281539e-05,65045,1.53739718656315e-05
"33","Antigua and Barbuda",1995,32383,3.08804002099867e-05,34465,2.90149426954882e-05,66847,1.49595344592876e-05
"34","Antigua and Barbuda",1998,34170,2.92654375182909e-05,38057,2.62763749113172e-05,72226,1.38454296236812e-05
"35","Antigua and Barbuda",1999,34674,2.88400530656976e-05,39160,2.55362614913177e-05,73833,1.35440792057752e-05
"36","Antigua and Barbuda",2000,35238,8.51353652307168e-05,40090,2.49438762783737e-05,75327,3.98263570831176e-05
"37","Antigua and Barbuda",2001,35817,8.37591088030823e-05,40682,2.45808957278403e-05,76498,3.92167115480143e-05
"38","Antigua and Barbuda",2002,36473,2.74175417432073e-05,41117,2.43208405282487e-05,77589,1.28884249055923e-05
"39","Antigua and Barbuda",2003,37185,5.37851284119941e-05,41475,2.41109101868596e-05,78659,2.54262067913398e-05
"40","Antigua and Barbuda",2004,37886,7.91849231906245e-05,41838,2.39017161432191e-05,79723,3.76302948960777e-05
"41","Antigua and Barbuda",2005,38552,2.59389914920108e-05,42259,2.36635982867555e-05,80810,1.23747061007301e-05
"42","Antigua and Barbuda",2006,39200,2.55102040816327e-05,42775,2.33781414377557e-05,81974,1.21989899236343e-05
"43","Antigua and Barbuda",2007,39774,5.02841051943481e-05,43359,2.30632625291174e-05,83132,2.40581244286195e-05
"44","Antigua and Barbuda",2008,40287,2.48219028470723e-05,43988,2.27334727652996e-05,84274,1.18660559603199e-05
"45","Antigua and Barbuda",2009,40783,2.45200205968173e-05,44624,2.24094657583363e-05,85406,1.17087792426762e-05
"46","Antigua and Barbuda",2012,42323,2.36278146634218e-05,46382,2.15600879651589e-05,88704,1.12734487734488e-05
"47","Antigua and Barbuda",2013,42861,2.33312335223163e-05,46920,2.13128729752771e-05,89780,1.11383381599465e-05
"48","Antigua and Barbuda",2014,43383,2.30505036535048e-05,47456,2.10721510451787e-05,90838,1.10086087320284e-05
"49","Antigua and Barbuda",2015,43900,2.27790432801822e-05,47991,4.16744806317851e-05,91890,2.17651539884645e-05
"50","Argentina",1985,13399901,0.000108284382101032,13690901,3.9369213173041e-05,27090801,7.34197560271474e-05
"51","Argentina",1986,13475701,0.000121997363996129,13768701,4.66274923102768e-05,27244401,8.38704436922654e-05
"52","Argentina",1987,13651501,0.00011727648117229,13947901,4.92547229866343e-05,27599401,8.28641172321095e-05
"53","Argentina",1988,13984001,0.000120852394103805,14324001,4.6495389102528e-05,28308001,8.31920275825905e-05
"54","Argentina",1989,14173001,0.000115854080586038,14529001,4.17785090661085e-05,28702001,7.83220654197594e-05
"55","Argentina",1990,14359101,0.000107666907559185,14732001,4.04561471316761e-05,29091101,7.35963894938181e-05
"56","Argentina",1991,14490001,0.000100276045529603,15133001,3.30403731553312e-05,29623001,6.58947417245133e-05
"57","Argentina",1992,14684101,0.000114477556372024,15361301,3.28748196523198e-05,30045401,7.27232763510129e-05
"58","Argentina",1993,14893501,0.000116695194769853,15584001,3.16991766106791e-05,30477501,7.32015397194147e-05
"59","Argentina",1994,15104401,0.000114668565804099,15806801,3.23278568509846e-05,30911201,7.25303426418145e-05
"60","Argentina",1995,15315901,0.000111061046947222,16029501,3.15044117717701e-05,31345401,7.03452477765399e-05
"61","Argentina",1996,15527901,0.000109351547256773,16252801,3.27943472635886e-05,31780701,7.01683704207783e-05
"62","Argentina",1997,15765047,0.000104408188570576,16568736,3.2591502453778e-05,32333782,6.75763818782473e-05
"63","Argentina",1998,15968064,0.000114102749087178,16789197,3.13892320162781e-05,32757260,7.16787667833024e-05
"64","Argentina",1999,16168565,0.000119429275263451,17006299,2.90480603686904e-05,33174863,7.30673703158925e-05
"65","Argentina",2000,16366189,0.000135951014619225,17219346,3.19988924085735e-05,33585534,8.26248586668296e-05
"66","Argentina",2001,16572649,0.000148256322812364,17438299,3.88225938779923e-05,34010947,9.21173997301516e-05
"67","Argentina",2002,16765007,0.000146734206552971,17642502,3.99036372505442e-05,34407508,9.19276106831102e-05
"68","Argentina",2003,16948519,0.000153759747385598,17837390,3.84024792864875e-05,34785908,9.45785287536551e-05
"69","Argentina",2004,17131547,0.000144061712582057,18031400,3.63255210355269e-05,35162946,8.87866448960221e-05
"70","Argentina",2005,17320019,0.000138279294035416,18230600,3.64771318552324e-05,35550618,8.60463241454762e-05
"71","Argentina",2006,17498237,0.000142700090300526,18420651,3.32778684097538e-05,35918887,8.65561341029303e-05
"72","Argentina",2007,17691238,0.000132664542752746,18624256,3.22697454330525e-05,36315493,8.11499378515941e-05
"73","Argentina",2008,17895489,0.000136850130219968,18838033,3.24874683041483e-05,36733521,8.33026597150869e-05
"74","Argentina",2009,18103297,0.000127103919247417,19054706,3.07010772037102e-05,37158002,7.76414189331278e-05
"75","Argentina",2010,18309221,0.000129879911329925,19269235,2.94251432399885e-05,37578455,7.83427631604333e-05
"76","Argentina",2011,18524168,0.000125781627547321,19491573,2.99616659979161e-05,38015740,7.6626155376694e-05
"77","Argentina",2012,18733711,0.000139908211459011,19708069,3.19158614677065e-05,38441779,8.45174204867054e-05
"78","Argentina",2013,18939086,0.000126669259540825,19920041,2.96184129339894e-05,38859126,7.68931344467192e-05
"79","Argentina",2014,19144750,0.000132934616539782,20131807,3.41747762632535e-05,39276556,8.22882739515145e-05
"80","Argentina",2015,19353496,0.00012762552047444,20346130,2.97353845669914e-05,39699625,7.74314618840858e-05
"81","Armenia",1990,1456601,4.46244373030089e-05,1527101,1.96450660434379e-05,2983701,3.15044972669849e-05
"82","Armenia",1991,1555701,3.53538372733578e-05,1675101,1.61184310677386e-05,3230801,2.50711820381385e-05
"83","Armenia",1992,1591901,4.08316848849269e-05,1716801,1.16495738294654e-05,3308701,2.53876067979548e-05
"84","Armenia",1993,1619401,4.4460883993526e-05,1747201,2.06043838115935e-05,3366601,3.17827981397261e-05
"85","Armenia",1994,1636901,4.70401081067212e-05,1765601,2.09560370661322e-05,3402501,3.3210864596366e-05
"86","Armenia",1995,1656801,5.79429877215188e-05,1786401,2.01522502506436e-05,3443201,3.80459926678692e-05
"87","Armenia",1996,1678501,3.81292593808404e-05,1807801,1.38289557313001e-05,3486301,2.52416529725919e-05
"88","Armenia",1997,1699501,3.70697045779908e-05,1827201,8.75656263322973e-06,3526701,2.21169869518284e-05
"89","Armenia",1998,1716901,2.85397935000329e-05,1841101,1.03199118353637e-05,3558001,1.88307985298486e-05
"90","Armenia",1999,1730101,2.8900046875876e-05,1850601,1.02669349038502e-05,3580701,1.89906948388039e-05
"91","Armenia",2000,1742501,2.75466125987876e-05,1864001,8.04720598325859e-06,3606501,1.71911778202751e-05
"92","Armenia",2001,1745079,2.80789580299803e-05,1865439,6.96886899008759e-06,3610517,1.68950873240591e-05
"93","Armenia",2002,1438019,4.38102695444219e-05,1576827,8.24440474446468e-06,3014845,2.48769008025288e-05
"94","Armenia",2003,1445231,3.5288476375057e-05,1579137,6.33257279134109e-06,3024367,1.98388621486744e-05
"95","Armenia",2006,1286446,4.81947940294424e-05,1477952,1.21790152860174e-05,2764397,2.85776608786654e-05
"96","Armenia",2007,1271145,4.09080002674754e-05,1464170,1.43425968296031e-05,2735314,2.6322389312525e-05
"97","Armenia",2008,1464394,3.0729434837892e-05,1580999,1.26502293802842e-05,3045392,2.10153569721074e-05
"98","Armenia",2009,1246134,3.53092043070809e-05,1443563,7.62003459495706e-06,2689696,2.00766183241526e-05
"99","Armenia",2010,1238983,4.43912466918432e-05,1437244,1.39155216511601e-05,2676226,2.76508785132496e-05
"100","Armenia",2011,1236265,4.20621792253279e-05,1434103,1.18540997403952e-05,2670367,2.54646645947917e-05
"101","Armenia",2012,1338795,4.48164207365579e-05,1475507,1.42323960509845e-05,2814301,2.8426241542749e-05
"102","Armenia",2013,1335072,3.2957024040651e-05,1475594,1.6942329665206e-05,2810665,2.41935627333745e-05
"103","Armenia",2014,1329097,3.31051834440978e-05,1473934,1.08553028833041e-05,2803030,2.10486509241785e-05
"104","Armenia",2015,1322751,4.23360103299865e-05,1472586,1.35815497363142e-05,2795336,2.68304060764073e-05
"105","Armenia",2016,1108288,4.87237974244962e-05,1291747,1.16121810230641e-05,2400034,2.83329319501307e-05
"106","Aruba",1995,36253,0.000248255316801368,37330,2.67881060809001e-05,73582,0.000122312522084205
"107","Aruba",1999,39559,0.000252786976414975,42377,2.35977063029474e-05,81935,0.000122047964850186
"108","Aruba",2000,40283,0.000173770573194648,43607,0.000114660490288256,83889,0.000131125654138206
"109","Aruba",2001,41156,0.000121488968801633,44891,2.22761800806398e-05,86046,5.81084536178323e-05
"110","Aruba",2002,42072,0.000237687773340939,46214,2.16384645345566e-05,88285,0.000113269524834343
"111","Aruba",2003,42973,6.98112768482536e-05,47486,2.10588383944742e-05,90458,3.31645625594198e-05
"112","Aruba",2004,43769,0.000182777765084877,48568,4.11793773678142e-05,92336,9.74701091665223e-05
"113","Aruba",2005,44370,0.000135226504394861,49360,0.000121555915721232,93729,0.000117359621888636
"114","Aruba",2006,44716,0.000178906878969496,49794,6.0248222677431e-05,94509,0.000105810028674518
"115","Aruba",2007,44874,0.000178276953246869,49942,4.00464538865084e-05,94815,9.4921689606075e-05
"116","Aruba",2008,44915,8.90571078704219e-05,49901,4.00793571271117e-05,94815,5.2734272003375e-05
"117","Aruba",2009,44942,0.000111254505807485,49855,2.00581686891987e-05,94796,5.2744841554496e-05
"118","Aruba",2010,45064,0.000155334635185514,49944,4.00448502322601e-05,95007,8.42043217868157e-05
"119","Aruba",2011,45304,0.000176584849019954,50186,5.97776272267166e-05,95489,0.000104724104347098
"120","Australia",1985,7248701,0.000198242416123937,7313801,5.82460474382609e-05,14562501,0.000127862652163938
"121","Australia",1986,7381101,0.000214331168209187,7428701,6.24604490071683e-05,14809801,0.000138084232191911
"122","Australia",1987,7497501,0.00023047679486805,7549001,5.80209222385849e-05,15046501,0.000143887273193947
"123","Australia",1988,7629801,0.000224514374621304,7682301,6.00080626885096e-05,15312101,0.000141913901952449
"124","Australia",1989,7750501,0.000211986296111697,7820101,5.43471241611841e-05,15570601,0.000132750174511568
"125","Australia",1990,7866101,0.000223617774549297,7940901,5.60389809670213e-05,15807001,0.000139368625332535
"126","Australia",1991,7963001,0.000226924497435075,8049101,6.0006701369507e-05,16012101,0.000142954381814104
"127","Australia",1992,8054901,0.000221852509422524,8148601,5.71877307528004e-05,16203501,0.000138982310057561
"128","Australia",1993,8135701,0.000201703577847809,8234301,4.84558434286043e-05,16370001,0.000124557109067984
"129","Australia",1994,8223501,0.000226910655206341,8325901,5.03248837573255e-05,16549401,0.000138011037378332
"130","Australia",1995,8324301,0.000205662913919139,8442001,5.44894510199655e-05,16766301,0.000129485925368989
"131","Australia",1996,8442701,0.00023298231217711,8572401,5.37772323063282e-05,17015101,0.00014263800138477
"132","Australia",1997,8537758,0.000244794944996099,8683544,6.42594774668039e-05,17221301,0.000153704995923363
"133","Australia",1998,8632558,0.000244307654811007,8789174,5.9732575552606e-05,17421731,0.000151133087751154
"134","Australia",1999,8737719,0.000228892689270506,8903985,5.50315392489992e-05,17641703,0.000141086152510333
"135","Australia",2000,8849462,0.000213233301640258,9024950,5.60667926138095e-05,17874411,0.000133822591412942
"136","Australia",2001,8973154,0.000215866126893621,9157731,5.71102164935834e-05,18130884,0.000135624936985974
"137","Australia",2002,9101578,0.000199306098349099,9268482,5.47015142285436e-05,18370059,0.000126292463186972
"138","Australia",2003,9225168,0.000182760899313704,9382863,5.03044752971454e-05,18608030,0.000115917697897091
"139","Australia",2004,9343201,0.000179060688087519,9511352,4.6575923170544e-05,18854552,0.000112174503005958
"140","Australia",2006,9467931,0.00017152638733848,9641317,5.13415335270067e-05,19109247,0.000110836392454397
"141","Australia",2007,9788459,0.000173673915373196,9945973,5.33884417341571e-05,19734431,0.000113000471105552
"142","Australia",2008,9988511,0.000183610950621169,10131803,5.0237850064791e-05,20120313,0.000116399779665455
"143","Australia",2009,10200160,0.000175095292622861,10329159,5.35377565588834e-05,20529318,0.000113885906974601
"144","Australia",2010,10356292,0.000180373438678631,10491257,5.28058744533663e-05,20847548,0.000116128764879208
"145","Australia",2011,10369708,0.000174836167035755,10512204,5.52690948539431e-05,20881911,0.00011459679145266
"146","Australia",2012,10548269,0.000183063211603724,10690642,6.08943784667001e-05,21238910,0.000121522243843964
"147","Australia",2013,10726213,0.000181331472720148,10873969,6.11552230836781e-05,21600181,0.000120786024894884
"148","Australia",2014,10881038,0.000200624241915156,11046551,6.4273455126401e-05,21927588,0.000131888650954223
"149","Australia",2015,11039274,0.000207712934745528,11201513,6.57054096174329e-05,22240786,0.000136146267492525
"150","Austria",1985,3358900,0.000437047843043854,3751217,0.00016661259532573,7110116,0.000294228673625015
"151","Austria",1986,3367987,0.000448932849206366,3751164,0.00016768128506245,7119150,0.000300597683712241
"152","Austria",1987,3377940,0.000428071546563882,3752068,0.000166574806213533,7130007,0.00029032229561626
"153","Austria",1988,3389837,0.000390284252605656,3754575,0.000141161116770873,7144411,0.000259223608496208
"154","Austria",1989,3412135,0.000385096134824677,3765533,0.000155622059347242,7177667,0.000264570646701776
"155","Austria",1990,3446281,0.00037286570653989,3785074,0.000143194030024248,7231354,0.000252511493698137
"156","Austria",1991,3487682,0.000372740404658452,3812048,0.000123555632038211,7299729,0.000242474754884736
"157","Austria",1992,3530836,0.000363370034745312,3844534,0.000124332363818346,7375369,0.00023863212810098
"158","Austria",1993,3564726,0.000349255454696939,3868845,0.000119157009391692,7433570,0.000229364894660305
"159","Austria",1994,3583181,0.000358898978310055,3879373,0.000126824618308165,7462553,0.000238122261912244
"160","Austria",1995,3592518,0.000371327297455434,3884514,0.000117389202355816,7477031,0.00023926609372089
"161","Austria",1996,3602123,0.00037117000169067,3891585,0.000114092329988938,7493707,0.000237532639053008
"162","Austria",1997,3613026,0.00032548893918837,3899565,0.000107191443148146,7512590,0.000212044048723543
"163","Austria",1998,3625366,0.000324932710242221,3908155,9.8000207258924e-05,7533520,0.000207074514967771
"164","Austria",1999,3641707,0.000309470256668095,3919904,0.000109696563997486,7561610,0.000205776283093151
"165","Austria",2000,3659892,0.000316129546992097,3932183,0.000110116950304704,7592074,0.000209297222340035
"166","Austria",2001,3684899,0.000293630843070597,3949663,0.000103553138584229,7634561,0.000195165118203915
"167","Austria",2002,3714193,0.000320661850366957,3968971,9.17114284785653e-05,7683163,0.000202260449244667
"168","Austria",2003,3736946,0.000286062469192758,3985089,9.76138801416982e-05,7722034,0.000188680857919041
"169","Austria",2004,3764191,0.000286117256005341,4008916,8.65570643036671e-05,7773106,0.000183067103420435
"170","Austria",2005,3794633,0.00027670660113903,4032830,8.70356548627143e-05,7827462,0.000178857463632529
"171","Austria",2006,3818155,0.000262168508088331,4051116,7.35599770532367e-05,7869270,0.000164945414250623
"172","Austria",2007,3832901,0.00025281112139343,4064373,7.82408504337569e-05,7897273,0.000162841021198077
"173","Austria",2008,3847459,0.000250554976674215,4077801,7.47952143814767e-05,7925259,0.000159994771148804
"174","Austria",2009,3859201,0.000252124727372324,4087695,7.51034507222285e-05,7946895,0.000160943362155911
"175","Austria",2010,3870685,0.000250859989898429,4097738,7.19909374391433e-05,7968422,0.000158751632380916
"176","Austria",2011,3885483,0.000251191422018833,4109665,7.64052544428804e-05,7995147,0.000161222801782131
"177","Austria",2012,3906345,0.000252921848940634,4124933,7.03041722132214e-05,8031277,0.000159003356502335
"178","Austria",2013,3933976,0.00024606149096995,4145641,7.83955967243666e-05,8079616,0.000159908589715155
"179","Austria",2014,3969039,0.000249682605789462,4172128,7.78978976675692e-05,8141166,0.000161524774215389
"180","Austria",2015,4017589,0.000239447091277878,4201799,6.92560496111309e-05,8219387,0.000152322794875092
"181","Austria",2016,3649786,0.00024850772072664,3834845,7.71869527973099e-05,7484630,0.000160595780953768
"182","Azerbaijan",1990,2982701,3.01739933033851e-05,3174101,8.19129574011665e-06,6156801,1.86785312697292e-05
"183","Azerbaijan",1991,3049601,3.37749102259607e-05,3241001,1.01820394378157e-05,6290601,2.14605885828715e-05
"184","Azerbaijan",1992,3093301,3.4590878805522e-05,3277101,1.19007622895968e-05,6370401,2.27615184664199e-05
"185","Azerbaijan",1993,3135401,2.67908315395702e-05,3307201,1.11877082765759e-05,6442601,1.86260176596378e-05
"186","Azerbaijan",1994,3180001,9.11949398758051e-06,3341201,5.9858715473867e-06,6521201,7.36060734824766e-06
"187","Azerbaijan",1995,3227401,1.33234141031747e-05,3378501,2.36791405419149e-06,6605901,7.56899021041944e-06
"188","Azerbaijan",1996,3263901,1.74637649855189e-05,3404201,4.11256562112519e-06,6668101,1.04977414109354e-05
"189","Azerbaijan",1997,3287801,2.64614555442985e-05,3423401,6.42635788211781e-06,6711201,1.60924996882078e-05
"190","Azerbaijan",1998,3444401,1.21937021850824e-05,3600001,4.44444320987689e-06,7044401,8.09153255188056e-06
"191","Azerbaijan",1999,3467301,1.29783944341723e-05,3639101,3.02272456851294e-06,7106401,7.73950133126459e-06
"192","Azerbaijan",2000,3602601,1.30461297268279e-05,3812651,4.45883979414848e-06,7415251,8.49600370911248e-06
"193","Azerbaijan",2001,3656901,6.48089734996928e-05,3861101,2.12374656866008e-05,7518001,4.22984780129718e-05
"194","Azerbaijan",2002,3703601,1.99805540607641e-05,3902101,5.12544395954897e-06,7605701,1.22276697440512e-05
"195","Azerbaijan",2003,3740601,2.51296516255008e-05,3933801,9.40566134382497e-06,7674401,1.69394327974261e-05
"196","Azerbaijan",2004,3775451,2.09246524454959e-05,3962801,7.82274961573897e-06,7738251,1.40858703084198e-05
"197","Azerbaijan",2007,3875951,1.08360503009455e-05,4045151,3.70814340428825e-06,7921101,7.06972427191624e-06
"198","Bahrain",1985,222001,4.95493263543858e-05,143901,1.38984440691865e-05,365901,3.27957562291439e-05
"199","Bahrain",1987,217601,3.67645369276796e-05,146301,2.05056698177046e-05,363901,2.74800014289601e-05
"200","Bahrain",1988,231401,6.05010349998487e-05,158301,1.26341589756224e-05,389701,3.84910482652085e-05
"201","Bahrain",1997,307313,3.25401138253182e-06,222443,4.49553368728169e-06,529755,1.88766505271305e-06
"202","Bahrain",1998,316007,3.16448686263279e-06,230003,4.34776937692117e-06,546009,1.83147164240882e-06
"203","Bahrain",1999,327495,4.5802225988183e-05,238269,1.67877483012897e-05,565763,3.18154421551074e-05
"204","Bahrain",2000,343006,8.45466260065422e-05,247590,8.07787067329052e-06,590595,5.07962309196658e-05
"205","Bahrain",2001,365119,5.75154949482224e-05,258966,1.54460431099063e-05,624084,3.84563616436249e-05
"206","Bahrain",2002,390228,4.86894840964769e-05,270784,2.95438430631056e-05,661011,3.93336873365194e-05
"207","Bahrain",2003,419219,7.15616420057297e-05,283696,2.11493993570583e-05,702914,4.97927200198033e-05
"208","Bahrain",2004,453107,7.94514320017126e-05,298454,2.68048007398125e-05,751560,5.72143275320666e-05
"209","Bahrain",2005,498155,7.22666639901236e-05,321387,2.48921082682249e-05,819541,5.24683938936551e-05
"210","Bahrain",2006,543717,3.31054574346581e-05,344828,3.47999582400501e-05,888544,3.26376634134044e-05
"211","Bahrain",2007,594279,5.88948961682981e-05,370493,1.88937442812685e-05,964771,4.24971314436276e-05
"212","Bahrain",2008,636307,5.65764638767136e-05,387805,2.32075398718428e-05,1024111,4.29640927594763e-05
"213","Bahrain",2009,688536,4.50230634273299e-05,404388,1.73101081139895e-05,1092923,3.38541690494207e-05
"214","Bahrain",2010,718914,2.22557913742117e-05,420248,1.1897736574594e-05,1139161,1.75567808237817e-05
"215","Bahrain",2011,694803,1.8710339477521e-05,408661,1.71291119044881e-05,1103463,1.72185202403705e-05
"216","Bahrain",2012,756452,2.51172579357315e-05,445328,4.49107174936227e-06,1201779,1.66419949092138e-05
"217","Bahrain",2013,760787,7.88657009123447e-06,453707,2.20406561944162e-06,1214493,4.94033312666273e-06
"218","Bahrain",2014,755088,1.19191405505054e-05,458880,4.35843793584379e-06,1213967,8.23745620762344e-06
"219","Barbados",1985,109001,5.50453665562701e-05,122001,2.45899623773576e-05,231001,3.46318847104558e-05
"220","Barbados",1986,109301,7.3192377013934e-05,122301,1.63530960499096e-05,231601,3.88599358379282e-05
"221","Barbados",1987,110101,4.54128482030136e-05,123601,2.42716482876352e-05,233701,2.99528029405095e-05
"222","Barbados",1988,110701,0.000108400104786768,124101,1.6115905593025e-05,234801,5.53660333644235e-05
"223","Barbados",1989,113001,0.000115043229705932,123001,4.06500760156422e-05,236001,7.20335930779954e-05
"224","Barbados",1990,113001,0.00012389270891408,124001,3.22578043725454e-05,237001,7.17296551491344e-05
"225","Barbados",1991,113001,0.00012389270891408,124001,4.03222554656817e-05,237001,7.59490466284952e-05
"226","Barbados",1992,114001,0.000105262234541802,126001,3.17457797953984e-05,240001,6.24997395844184e-05
"227","Barbados",1993,114801,0.000139371608261252,124801,1.60255126160848e-05,239601,7.09512898527135e-05
"228","Barbados",1994,115201,9.54852822458138e-05,125101,3.99677060934765e-05,240301,6.24217127685694e-05
"229","Barbados",1995,115801,0.000112261552145491,125401,4.78465084010494e-05,241201,7.46265562746423e-05
"230","Barbados",2000,120123,7.49232037161909e-05,131012,2.28986657710744e-05,251134,4.38013172250671e-05
"231","Barbados",2001,120703,2.48543946712178e-05,131705,7.59272616833074e-06,252407,1.18855657727401e-05
"232","Barbados",2002,121128,8.25572947625652e-06,132227,7.56275193417381e-06,253354,3.94704642516005e-06
"233","Barbados",2003,121475,8.23214653220827e-06,132649,7.53869233842698e-06,254123,3.93510229298411e-06
"234","Barbados",2004,121840,3.28299409061064e-05,133087,7.51388189680435e-06,254926,1.56908279265355e-05
"235","Barbados",2005,122293,1.63541658148872e-05,133598,7.48514199314361e-06,255890,7.81585837664621e-06
"236","Barbados",2006,122760,8.14597588791137e-05,134125,7.45573159366263e-06,256884,3.89280764858847e-05
"237","Barbados",2007,123337,8.10786706341163e-06,134748,7.4212604268709e-06,258084,3.8747074595868e-06
"238","Barbados",2008,123978,8.06594718417784e-06,135438,1.47669044138277e-05,259415,7.70965441474086e-06
"239","Barbados",2009,124606,4.81517743928864e-05,136114,7.3467828437927e-06,260719,2.30132824995493e-05
"240","Barbados",2010,125176,3.19550073496517e-05,136753,7.31245384013513e-06,261928,1.52713722855136e-05
"241","Barbados",2011,125794,7.94950474585433e-06,137411,7.27743775971356e-06,263204,3.79933435662072e-06
"242","Barbados",2012,126279,7.9189730675726e-06,137993,7.24674440007826e-06,264271,3.78399446023211e-06
"243","Barbados",2013,126675,7.89421748569173e-06,138492,7.220633682812e-06,265166,3.77122255492786e-06
"244","Belarus",1990,4374201,0.000377440359965169,5034601,8.66007057957522e-05,9408801,0.000221707314247586
"245","Belarus",1991,4412701,0.000391596892696786,5063501,8.7488873804903e-05,9476201,0.000228994720563652
"246","Belarus",1992,4463101,0.000438036244306369,5107801,9.22118931414908e-05,9570901,0.000253372174678225
"247","Belarus",1993,4500201,0.000524643232602277,5140901,0.0001023166950696,9641101,0.000299343404866311
"248","Belarus",1994,4492601,0.00057494533790114,5161301,0.000110824770731256,9653901,0.000326707307232589
"249","Belarus",1995,4488701,0.000599282509572368,5184901,9.93268723935134e-05,9673601,0.000331210683591353
"250","Belarus",1996,4494901,0.000685665824453086,5189901,0.00010539700082911,9684801,0.000374607593898935
"251","Belarus",1997,4498501,0.000659108445235424,5193601,0.000108402628542316,9692101,0.000363904585806524
"252","Belarus",1998,4498701,0.0006684151714017,5196101,0.000106041048855671,9694801,0.000366897680519693
"253","Belarus",1999,4468901,0.000641992292959723,5094301,0.000104037825797887,9563201,0.000355320357691949
"254","Belarus",2000,4458163,0.000668212445350248,5085318,9.95021353630196e-05,9543480,0.00036506599269868
"255","Belarus",2001,4442094,0.000633485018552061,5071495,9.68156332600151e-05,9513588,0.000347292735401197
"256","Belarus",2002,4417670,0.000629517370016321,5051566,0.00010135470861907,9469235,0.000347652159862967
"257","Belarus",2003,4390691,0.000664360120081327,5030002,0.000107554629202931,9420692,0.000366958180991375
"258","Belarus",2007,4293072,0.000513385286806278,4951386,9.22973890542971e-05,9244457,0.000287739993814672
"259","Belarus",2008,4272353,0.000512129966788793,4933395,9.56744797446789e-05,9205747,0.00028884130750063
"260","Belarus",2009,4253522,0.000526387309152274,4916449,0.000102919810619413,9169970,0.000299237620188507
"261","Belarus",2010,4151104,0.000498662524475417,4830091,8.09508557913298e-05,8981194,0.000273905674457093
"262","Belarus",2011,4132426,0.000433885567460857,4814896,7.91294349867578e-05,8947321,0.000242865993072116
"263","Belarus",2013,4113207,0.000381454179184272,4797035,6.98348042071821e-05,8910241,0.000213574470095702
"264","Belarus",2014,4112946,0.000356435508756983,4794033,5.77801612963449e-05,8906978,0.00019557699592387
"265","Belgium",1985,4509901,0.000337701426261907,4759701,0.00015967389548209,9269601,0.000246181038428731
"266","Belgium",1986,4519401,0.000329468440618569,4767701,0.000149967458110314,9287101,0.000237210729160801
"267","Belgium",1987,4521701,0.000341464417925909,4769601,0.000145924155919961,9291301,0.000240978093380034
"268","Belgium",1988,4536701,0.000298454758204255,4782601,0.000134654762126299,9319301,0.000214286457750426
"269","Belgium",1989,4552501,0.00029412404302602,4796701,0.000121541868046393,9349201,0.000205472103979795
"270","Belgium",1990,4563701,0.000285733004857242,4806001,0.000123387406702579,9369701,0.000202354376089482
"271","Belgium",1991,4578501,0.000279349070798499,4818101,0.000109586743822929,9396601,0.000192197157248669
"272","Belgium",1992,4595401,0.0002859380498024,4832701,0.000117118770641925,9428101,0.000199297822541358
"273","Belgium",1993,4613601,0.00033661341758856,4849301,0.000121873234926023,9462901,0.000226463322399759
"274","Belgium",1994,4631501,0.000333369246816529,4865901,0.000121046441347656,9497401,0.000224482466308414
"275","Belgium",1995,4644801,0.00033392173313776,4882301,0.000124121802404235,9527101,0.000226301788970223
"276","Belgium",1996,4659004,0.00031315706103708,4898543,0.000113503137565599,9557546,0.000210723547655434
"277","Belgium",1997,4668242,0.000332459199844395,4907983,0.000121434813445768,9576224,0.000224201104736063
"278","Belgium",1998,4690579,0.000311901792934305,4930420,0.000113174942499828,9620998,0.000209957428532882
"279","Belgium",1999,4704393,0.000289516628393929,4943886,0.000100528207972433,9648278,0.00019257322394732
"280","Belgium",2000,4717299,0.000323702186357066,4956728,0.000124679022129114,9674026,0.000221624378516245
"281","Belgium",2001,4735805,0.000334262073712917,4974252,0.000117404586659462,9710056,0.000223067714542532
"282","Belgium",2002,4761308,0.00031461942810673,4997264,0.000116063509952646,9758571,0.000212838539577157
